,ItemNumber,Category,CategoryName,ItemDescription,BottleVolume(ml),Proof,Imported,Type
4704,965087,1082100.0,imported cordials & liqueur,giffard vanille de madagascar,750.0,40.0,imported,liqueur
4705,965078,1082100.0,imported cordials & liqueur,giffard menthe pastille,1000.0,48.0,imported,liqueur
4706,80482,1081200.0,cream liqueurs,tippy cow chocolate mini,500.0,42.0,domestic,liqueur
4707,997874,1022200.0,100% agave tequila,tres generaciones anejo cristalino,750.0,80.0,domestic,tequila
4708,40394,1031200.0,american flavored vodka,uv candy bar,750.0,80.0,domestic,vodka
4709,26094,1091100.0,american distilled spirit specialty,copper still cherry flavored whisky,750.0,85.0,domestic,whiskey
4710,919101,1011200.0,straight bourbon whiskies,jim beam repeal batch,750.0,86.0,domestic,whiskey
4711,916377,1011500.0,straight rye whiskies,ha old fitzgerald 17 yr bib decanter,750.0,100.0,domestic,whiskey
4712,994529,1012200.0,scotch whiskies,ha royal salute 26yo,750.0,80.0,domestic,whiskey
4713,904954,1022100.0,mixto tequila,corazon tequila blanco,1000.0,80.0,domestic,tequila
4714,984239,1081300.0,american cordials & liqueur,99 chocolate mini,50.0,99.0,domestic,liqueur
4715,901610,1012200.0,scotch whiskies,buchanan deluxe 12yr,1750.0,80.0,domestic,whiskey
4716,915852,1012400.0,irish whiskies,roe & co blended whiskey,750.0,90.0,domestic,whiskey
4717,913388,1012100.0,canadian whiskies,northern light,1750.0,80.0,domestic,whiskey
4718,967345,1041200.0,flavored gin,whitley neill rhubarb and ginger gin,750.0,86.0,domestic,gin
4719,984373,1081300.0,american cordials & liqueur,mr boston sour grape,1000.0,30.0,domestic,liqueur
4720,937933,1031100.0,american vodkas,skol vodka,200.0,80.0,domestic,vodka
4721,990017,1022200.0,100% agave tequila,flecha azul cristalino,750.0,80.0,domestic,tequila
4722,18860,1701100.0,temporary & specialty packages,larceny barrel proof,750.0,128.0,domestic,other
4723,904224,1012200.0,scotch whiskies,compass box spice tree whisky,750.0,92.0,domestic,whiskey
4724,918530,1011200.0,straight bourbon whiskies,ha heaven hill heritage collection,750.0,118.0,domestic,whiskey
4725,991552,1011200.0,straight bourbon whiskies,stellum single barrel bourbon buy the barrel,750.0,120.0,domestic,whiskey
4726,941834,1091200.0,neutral grain spirits,everclear 190prf,375.0,190.0,domestic,other
4727,987211,1022300.0,mezcal,bozal borrego mezcal,750.0,104.0,domestic,tequila
4728,943941,1062200.0,puerto rico & virgin islands rum,chairmans reserve white rum,750.0,80.0,domestic,rum
4729,995535,1012200.0,scotch whiskies,kirkland signature speyside scotch 20yr,750.0,92.0,domestic,whiskey
4730,87413,1022100.0,mixto tequila,"jose cuervo silver ""rolling stones""",750.0,80.0,domestic,tequila
4731,901369,1062500.0,flavored rum,malibu 1.75l w/dole pineapple juice,1750.0,42.0,domestic,rum
4732,927276,1011700.0,corn whiskies,stillhouse clear corn whiskey,750.0,80.0,domestic,whiskey
4733,89212,1022100.0,mixto tequila,jose cuervo black medallion,750.0,80.0,domestic,tequila
4734,40909,1031200.0,american flavored vodka,hawkeye bacon vodka,1000.0,80.0,domestic,vodka
4735,994487,1012200.0,scotch whiskies,compass box the story of the spaniard,750.0,86.0,domestic,whiskey
4736,989202,1022300.0,mezcal,del maguey san luis del rio,750.0,94.0,domestic,tequila
4737,987461,1022300.0,mezcal,del maguey las milpas,750.0,92.0,domestic,tequila
4738,987217,1022300.0,mezcal,bozal cuishe mezcal,750.0,94.0,domestic,tequila
4739,10815,1012100.0,canadian whiskies,crown royal maple mini,300.0,86.0,domestic,whiskey
4740,28707,1042100.0,imported dry gins,pearl gin,750.0,84.0,imported,gin
4741,986970,1091200.0,neutral grain spirits,ole smoky blue flame moonshine mini,50.0,128.0,domestic,whiskey
4742,906065,1011500.0,straight rye whiskies,few rye ha,750.0,93.0,domestic,whiskey
4743,988924,1022200.0,100% agave tequila,ha corralejo 1821 anejo tequila,750.0,80.0,domestic,tequila
4744,916220,1092100.0,imported distilled spirit specialty,teitessa 30yr japanese single grain whisky,750.0,80.0,imported,whiskey
4745,916567,1011100.0,blended whiskies,ha angels envy cask strength,750.0,122.0,domestic,whiskey
4746,927546,1012300.0,single malt scotch,ha st george single malt whiskey,750.0,86.0,domestic,whiskey
4747,988982,1022200.0,100% agave tequila,tequila padre azul anejo,750.0,80.0,domestic,tequila
4748,928470,1041200.0,flavored gin,edinburgh gin seaside,750.0,86.0,domestic,gin
4749,927950,1011100.0,blended whiskies,slaughter house american whiskey,750.0,88.0,domestic,whiskey
4750,943896,1062500.0,flavored rum,tiki lovers pineapple flavored rum,750.0,90.0,domestic,rum
4751,988984,1022200.0,100% agave tequila,tequila padre azul reposado,750.0,80.0,domestic,tequila
4752,943898,1062200.0,puerto rico & virgin islands rum,tiki lovers white rum,750.0,100.0,domestic,rum
4753,926796,1011100.0,blended whiskies,bird dog praline,750.0,80.0,domestic,whiskey
4754,928468,1041200.0,flavored gin,edinburgh gin cannonball,750.0,100.0,domestic,gin
4755,944162,1062200.0,puerto rico & virgin islands rum,diamond reserve 151 overproof white rum,750.0,151.0,domestic,rum
4756,988374,1022200.0,100% agave tequila,tequila padre azul silver,750.0,80.0,domestic,tequila
4757,35780,1032200.0,imported flavored vodka,pinnacle cake vodka,750.0,80.0,imported,vodka
4758,987364,1022200.0,100% agave tequila,codigo 1530 tequila blanco mini,50.0,80.0,domestic,tequila
4759,985874,1022200.0,100% agave tequila,compoveda tequila extra anejo,750.0,40.0,domestic,tequila
4760,985875,1022200.0,100% agave tequila,compoveda tequila reposado,750.0,40.0,domestic,tequila
4761,916882,1011200.0,straight bourbon whiskies,ha bombergers declaration bourbon,750.0,108.0,domestic,whiskey
4762,988910,1022200.0,100% agave tequila,codigo 1530 tequila anejo mini,50.0,80.0,domestic,tequila
4763,904559,1901200.0,special order items,torres 20 hors d'age brandy,750.0,80.0,domestic,brandy
4764,930544,1042100.0,imported dry gins,hayman''s london dry gin,750.0,94.0,imported,gin
4765,915845,1012400.0,irish whiskies,waterford biodynamic luna irish single malt whisky,750.0,100.0,domestic,whiskey
4766,904615,1031200.0,american flavored vodka,smirnoff citrus mini,500.0,70.0,domestic,vodka
4767,34968,1032200.0,imported flavored vodka,three olives chocolate vodka,750.0,80.0,imported,vodka
4768,977872,1031200.0,american flavored vodka,smirnoff sours green apple mini,500.0,60.0,domestic,vodka
4769,66315,1082100.0,imported cordials & liqueur,ramazzotti sambuca,750.0,76.0,imported,liqueur
4770,44577,1062200.0,puerto rico & virgin islands rum,fleischmanns white rum,1000.0,80.0,domestic,rum
4771,926313,1011300.0,single barrel bourbon whiskies,the clover barrel strength straight tennessee buy the barrel,750.0,123.0,domestic,whiskey
4772,985681,1011200.0,straight bourbon whiskies,oak & eden spire select wheat french oak port buy the barrel,750.0,116.0,domestic,whiskey
4773,925214,1011600.0,straight rye whiskies,the clover straight rye whiskey buy the barrel,750.0,121.0,domestic,whiskey
4774,85971,1022200.0,100% agave tequila,aman tequila reposado,750.0,80.0,domestic,tequila
4775,16514,1701100.0,temporary & specialty packages,ancient age ksbw,750.0,80.0,domestic,other
4776,63998,1701100.0,temporary & specialty packages,jp wisers old fashioned whisky cocktail,750.0,70.0,domestic,whiskey
4777,927062,1011600.0,straight rye whiskies,ha michters 10yr rye,750.0,93.0,domestic,whiskey
4778,72526,1062400.0,spiced rum,black magic spiced rum,750.0,94.0,domestic,rum
4779,40946,1031200.0,american flavored vodka,smirnoff watermelon vodka,750.0,80.0,domestic,vodka
4780,972958,1062500.0,flavored rum,chacho - jalapeno aguardiente,750.0,70.0,domestic,rum
4781,906138,1081600.0,whiskey liqueur,kirkland signature islay single malt scotch,750.0,100.0,domestic,whiskey
4782,40407,1031200.0,american flavored vodka,uv salty watermelon mini,500.0,80.0,domestic,vodka
4783,19368,1011200.0,straight bourbon whiskies,kentucky 10 bourbon,750.0,90.0,domestic,whiskey
4784,75268,1081600.0,whiskey liqueur,kurvball whiskey,750.0,68.0,domestic,whiskey
4785,959169,1071100.0,cocktails /rtd,,1750.0,20.0,domestic,cocktails
4786,966756,1012100.0,canadian whiskies,select club pecan praline,750.0,70.0,domestic,whiskey
4787,985685,1011200.0,straight bourbon whiskies,oak & eden spire select bourbon french oak buy the barrel,750.0,114.0,domestic,whiskey
4788,962477,1071100.0,cocktails /rtd,members mark egg nog,1750.0,30.0,domestic,cocktails
4789,938480,1031100.0,american vodkas,173 craft distillery volumetric vodka,750.0,80.0,domestic,vodka
4790,75267,1011100.0,blended whiskies,kurvball whiskey mini,50.0,68.0,domestic,whiskey
4791,944568,1062500.0,flavored rum,cruzan peach,750.0,42.0,domestic,rum
4792,988830,1022200.0,100% agave tequila,casamigos reposado,375.0,80.0,domestic,tequila
4793,903563,1031080.0,vodka 80 proof,rain vodka,750.0,80.0,domestic,vodka
4794,905951,1012200.0,scotch whiskies,ha glenfiddich 26yr grande couronne,750.0,88.0,domestic,whiskey
4795,969651,1901200.0,special order items,dr mcgillicuddys mentholmint mini,50.0,48.0,domestic,other
4796,917644,1011200.0,straight bourbon whiskies,devils river bourbon,750.0,90.0,domestic,whiskey
4797,975656,1081300.0,american cordials & liqueur,letherbee fernet,750.0,70.0,domestic,liqueur
4798,965677,1082100.0,imported cordials & liqueur,marie brizard peach,750.0,36.0,imported,liqueur
4799,921258,1011200.0,straight bourbon whiskies,resilient bourbon bottled in bond,750.0,100.0,domestic,whiskey
4800,968696,1092100.0,imported distilled spirit specialty,marie brizard white cocoa,750.0,50.0,imported,other
4801,904617,1082900.0,misc. imported cordials & liqueurs,d'aristi xtabentun,750.0,60.0,imported,liqueur
4802,987702,1022200.0,100% agave tequila,casa del sol anejo,750.0,80.0,domestic,tequila
4803,989772,1011200.0,straight bourbon whiskies,stranahan's diamond peak,750.0,94.0,domestic,whiskey
4804,85988,1701100.0,temporary & specialty packages,blood oath pact no. 8,750.0,98.0,domestic,other
4805,902488,1901200.0,special order items,,603.0,48.0,domestic,vodka
4806,41796,1031200.0,american flavored vodka,smirnoff raspberry vodka,750.0,80.0,domestic,vodka
4807,24858,1071100.0,cocktails /rtd,soda jerk root beer shot,750.0,70.0,domestic,cocktails
4808,63351,1071100.0,cocktails /rtd,skinnygirl grapefruit margarita,750.0,26.0,domestic,cocktails
4809,24857,1071100.0,cocktails /rtd,soda jerk orange cream shot,750.0,70.0,domestic,cocktails
4810,88332,1022100.0,mixto tequila,peligroso silver,750.0,80.0,domestic,tequila
4811,914515,1012100.0,canadian whiskies,revel stoke blackberry whisky,50.0,70.0,domestic,whiskey
4812,63755,1071100.0,cocktails /rtd,tgi fridays mudslide,1750.0,26.0,domestic,cocktails
4813,914521,1012100.0,canadian whiskies,revel stoke peach whisky,50.0,70.0,domestic,whiskey
4814,973337,1091100.0,american distilled spirit specialty,jim toms signature moonshine,750.0,100.0,domestic,whiskey
4815,998917,1092100.0,imported distilled spirit specialty,ha codigo 1530 tequila origen extra anejo,750.0,80.0,imported,tequila
4816,977219,1091100.0,american distilled spirit specialty,chipper jones sweet tea moonshine,750.0,40.0,domestic,whiskey
4817,916028,1092100.0,imported distilled spirit specialty,kaiyo the single 7yr,750.0,96.0,imported,other
4818,985961,1022200.0,100% agave tequila,tepozan reposado,750.0,80.0,domestic,tequila
4819,64764,1032200.0,imported flavored vodka,ciroc red berry vodka,750.0,80.0,imported,vodka
4820,34876,1032200.0,imported flavored vodka,stoli strasberri vodka,750.0,80.0,imported,vodka
4821,925387,1011300.0,single barrel bourbon whiskies,bullhorn whiskey,750.0,94.0,domestic,whiskey
4822,986505,1081600.0,whiskey liqueur,creek water cinnamon whiskey,750.0,70.0,domestic,whiskey
4823,89482,1022100.0,mixto tequila,el zarco gold,750.0,80.0,domestic,tequila
4824,916701,1011200.0,straight bourbon whiskies,ha barrell craft spirits gold label bourbon,750.0,113.0,domestic,whiskey
4825,915519,1012400.0,irish whiskies,j.j. corry the gael irish whiskey,750.0,92.0,domestic,whiskey
4826,928616,1042100.0,imported dry gins,highclere castle gin,750.0,87.0,imported,gin
4827,946302,1062100.0,gold rum,173 craft distillery broken beaker rum,750.0,80.0,domestic,rum
4828,989327,1022300.0,mezcal,del maguy crema de mezcal,750.0,80.0,domestic,tequila
4829,913542,1012100.0,canadian whiskies,legacy canadian why.,750.0,80.0,domestic,whiskey
4830,926233,1011100.0,blended whiskies,nassif family reserve,750.0,107.0,domestic,whiskey
4831,987445,1022300.0,mezcal,del maguey jabali,750.0,90.0,domestic,tequila
4832,943385,1062300.0,flavored rum,ron zacapa edicion negra,750.0,86.0,domestic,rum
4833,919123,1011300.0,single barrel bourbon whiskies,jeppsons bourbon single barrel,750.0,121.0,domestic,whiskey
4834,987721,1022200.0,100% agave tequila,lobos 1707 extra anejo necktie,750.0,80.0,domestic,tequila
4835,926556,1011600.0,straight rye whiskies,chicken cock kentucky straight rye,750.0,90.0,domestic,whiskey
4836,989328,1022300.0,mezcal,del maguey tobala,750.0,90.0,domestic,tequila
4837,916631,1011200.0,straight bourbon whiskies,tumblin dice bourbon single barrel barrel proof 6yr,750.0,110.0,domestic,whiskey
4838,904682,1901200.0,special order items,plymouth sloe gin,750.0,52.0,domestic,gin
4839,26073,1701100.0,temporary & specialty packages,old elk double wheat straight whiskey,750.0,107.0,domestic,whiskey
4840,20306,1701100.0,temporary & specialty packages,old elk four grain straight bourbon whiskey,750.0,106.0,domestic,whiskey
4841,939709,1031200.0,american flavored vodka,360 mango,750.0,70.0,domestic,vodka
4842,928458,1042100.0,imported dry gins,dingle gin,700.0,85.0,imported,gin
4843,900419,1082100.0,imported cordials & liqueur,rothman & winter orchard peach,750.0,40.0,imported,liqueur
4844,903698,1901200.0,special order items,seagram's vo gold,1750.0,80.0,domestic,other
4845,77735,1081900.0,misc. american cordials & liqueurs,viniq,750.0,42.0,domestic,liqueur
4846,906034,1012300.0,single malt scotch,scapa skiren,750.0,80.0,domestic,whiskey
4847,904763,1022100.0,mixto tequila,don julio reposado,375.0,80.0,domestic,tequila
4848,35766,1032200.0,imported flavored vodka,"three olives ""dude"" vodka",750.0,80.0,imported,vodka
4849,24735,1011100.0,blended whiskies,gannett peak whiskey,750.0,86.0,domestic,whiskey
4850,42006,1062100.0,gold rum,appleton signature blend,750.0,80.0,domestic,rum
4851,999440,1082100.0,imported cordials & liqueur,tf cr�me cacao van,750.0,48.0,imported,liqueur
4852,915977,1012300.0,single malt scotch,kavalan ex-bourbon oak single malt,750.0,92.0,domestic,whiskey
4853,942668,1062100.0,gold rum,mt gay eclipse rum,1750.0,80.0,domestic,rum
4854,916030,1092100.0,imported distilled spirit specialty,kaiyo whisky,750.0,86.0,imported,whiskey
4855,995856,1012300.0,single malt scotch,macallan estate reserve,750.0,86.0,domestic,whiskey
4856,936749,1031200.0,american flavored vodka,skyy infusions watermelon,750.0,70.0,domestic,vodka
4857,987277,1022200.0,100% agave tequila,ha cantera negra tequila silver,750.0,80.0,domestic,tequila
4858,917951,1901200.0,special order items,evan williams black label mini,500.0,86.0,domestic,other
4859,903517,1022100.0,mixto tequila,riazul plata tequila,750.0,80.0,domestic,tequila
4860,989475,,,,750.0,80.0,imported,vodka
4861,902991,1022100.0,mixto tequila,riazul reposado tequila,750.0,80.0,domestic,tequila
4862,27582,1011200.0,straight bourbon whiskies,red stag spiced,750.0,86.0,domestic,whiskey
4863,910933,1012100.0,canadian whiskies,hawkeye canadian whisky,750.0,80.0,domestic,whiskey
4864,988524,1022200.0,100% agave tequila,ha cantera negra tequila a�ejo,750.0,80.0,domestic,tequila
4865,40976,1031200.0,american flavored vodka,smirnoff cherry vodka,750.0,80.0,domestic,vodka
4866,41783,1031200.0,american flavored vodka,uv blue raspberry vodka mini,500.0,80.0,domestic,vodka
4867,905427,1012210.0,single malt scotch,lagavulin 12 year ha,750.0,110.0,domestic,whiskey
4868,3005,1701100.0,temporary & specialty packages,chambord liqueur w/2 glasses,750.0,42.0,domestic,liqueur
4869,34817,1032080.0,imported vodka,svedka,375.0,80.0,imported,vodka
4870,16637,1701100.0,temporary & specialty packages,blackened rye the lightning whiskey,750.0,90.0,domestic,whiskey
4871,86764,1081700.0,distilled spirits specialty,sipp'n sweet corn,375.0,80.0,domestic,other
4872,37413,1031080.0,vodka 80 proof,popov vodka 80 prf,200.0,80.0,domestic,vodka
4873,37146,1031080.0,vodka 80 proof,opulent vodka,750.0,80.0,domestic,vodka
4874,33750,1032200.0,imported flavored vodka,pinnacle caramel apple,750.0,80.0,imported,vodka
4875,43226,1062300.0,flavored rum,captain morgan parrot bay passion fruit,750.0,80.0,domestic,rum
4876,64279,1091100.0,american distilled spirit specialty,bacardi tropical,750.0,70.0,domestic,other
4877,52186,1051010.0,american grape brandies,christian bros grand reserve vsop,750.0,80.0,domestic,brandy
4878,85316,1081020.0,anisette,paramount anisette,750.0,42.0,domestic,liqueur
4879,63358,1071100.0,cocktails /rtd,skinnygirl mojito,750.0,26.0,domestic,cocktails
4880,86746,1081600.0,whiskey liqueur,prichard's sweet lucy,750.0,86.0,domestic,whiskey
