,StoreNumber,StoreName,County,CountyNumber,City,ZipCode,StoreLocation,Address,StoreType
0,4205,fareway stores #467 / marshalltown,marshall,64,marshalltown,50158,POINT (-92.914409 42.038157000000005),102 west anson st,Supermarket
1,2576,hy-vee wine and spirits / storm lake,buena vista,11,storm lake,50588,POINT (-95.200758 42.65318400000001),1250 n lake st,Supermarket
2,2578,hy-vee / charles city,floyd,34,charles city,50616,POINT (-92.67556000000002 43.066993),901 kelly st,Supermarket
3,2527,hy-vee food store #5 / des moines,polk,77,des moines,50315,POINT (-93.602372 41.526289),1107 se army post rd,Other Grocery
4,3721,wal-mart 0913 / decorah,winneshiek,96,decorah,52101,POINT (-91.753135 43.290041),1798 old stage rd,Convenience
5,2597,hy-vee food store / cherokee,cherokee,18,cherokee,51012,POINT (-95.552585 42.765259),1300 n. second,Other Grocery
6,5915,the hut / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.873073 41.261866),1925 w broadway,Other
7,3907,smokin' joe's #16 tobacco and liquor outlet,muscatine,70,muscatine,52761,POINT (-91.030569 41.442458),1504 park ave,Liquor/Tobacco
8,5222,leo1  /  cedar rapids,linn,57,cedar rapids,52402,POINT (-91.652082 41.988229),"1500, 1st  ave ne",Other
9,4518,casey's general store #2824 / wdm,polk,77,west des moines,50266,POINT (-93.799283 41.561791),6630 mills civic parkway,Convenience
10,5529,big 10 mart,missing,999999,missing,,,missing,Convenience
11,5198,riverside liquor,scott,82,davenport,52803,POINT (-90.561741 41.524926),826 e river dr,Liquor/Tobacco
12,2650,hy-vee wine and spirits / harlan,shelby,83,harlan,51537,POINT (-95.339881 41.650658),1808 23rd st,Supermarket
13,4447,quik trip #567 / urbandale,polk,77,urbandale,50322,POINT (-93.755433 41.62945),"9915, douglas ave",Convenience
14,2228,rodgers spirits and more,madison,61,winterset,50273,POINT (-94.013374 41.336405),53 green st,Liquor/Tobacco
15,5873,west d liquors,polk,77,west des moines,50265,POINT (-93.772974 41.572144),5014 ep true pkwy,Liquor/Tobacco
16,5660,north side liquor & tobacco / dubuque,dubuque,31,dubuque,52001,POINT (-90.670151 42.5116),2013 central ave,Liquor/Tobacco
17,4067,freeman foods,wapello,90,wellman,52356,POINT (-91.837922 41.465008),268 8th ave,Other Grocery
18,6108,double d liquor store / waukon,allamakee,3,waukon,52172,POINT (-91.473634 43.262114),618 rossville rd,Liquor/Tobacco
19,2573,hy-vee food store / muscatine,muscatine,70,muscatine,52761,POINT (-91.035138 41.451349),2400 2nd ave,Other Grocery
20,5292,john's qwik stop,benton,6,vinton,52349,POINT (-92.027865 42.163119),"814, c ave",Convenience
21,2665,hy-vee / waukee,dallas,25,waukee,50263,POINT (-93.854477 41.615059),1005 e hickman rd,Supermarket
22,6204,depot liquor & grocery / marshalltown,marshall,64,marshalltown,50158,POINT (-93.739275 41.372001),114 center st.,Other Grocery
23,4741,walgreens #03700 / council bluffs,pottawattamie,78,council bluffs,51503,POINT (-95.839753 41.266015),535 e broadway,Drug
24,2535,hy-vee food store #1 / wdm,polk,77,west des moines,50266,POINT (-93.75351 41.59768),1700 valley west dr.,Other Grocery
25,2616,hy-vee food and drug / clinton,clinton,23,clinton,52732,POINT (-90.193204 41.836268000000004),901 south 4th st,Other Grocery
26,4157,fareway stores #993 / north liberty,johnson,52,north liberty,52317,POINT (-91.608385 41.741097),615 westwood dr   p.o box 96,Supermarket
27,2509,hy-vee / drugtown #1 / cedar rapids,linn,57,cedar rapids,52404,POINT (-91.67706 41.962419),1520 6th st sw,Supermarket
28,4464,perfect value liquor mart,scott,82,eldridge,52748,POINT (-90.547796 41.695329),5b  lincoln ave,Convenience
29,2619,hy-vee wine and spirits / wdm,polk,77,west des moines,50266,POINT (-93.808855 41.598515),1725  74th st,Supermarket
30,5138,kellogg country store,jasper,50,kellogg,50135,POINT (-92.903113 41.7144),"103, blair st",Convenience
31,4152,food land super markets,harrison,43,missouri valley,51555,POINT (-95.899346 41.557404),407 w huron,Other Grocery
32,2190,"central city liquor, inc.",polk,77,des moines,50314,POINT (-93.619787 41.60566),1460 2nd ave,Liquor/Tobacco
33,2614,hy-vee #3 food and drugstore,scott,82,davenport,52807,POINT (-90.548919 41.55678100000001),1823 e kimberly rd,Other Grocery
34,2666,hy-vee food store #2 / state ankeny,polk,77,ankeny,50023,POINT (-93.621824 41.705188),2510 sw state st,Other Grocery
35,2713,hy-vee dyersville dollar fresh,dubuque,31,dyersville,52040,POINT (-91.110798 42.475283),1201 12th ave se,Supermarket
36,5092,kum & go #3035 / west des moines,polk,77,west des moines,50265,POINT (-93.80783900000002 41.589057),7265 vista dr,Convenience
37,5289,yesway store # 10020/ story city,story,85,story city,50248,POINT (-93.597789 42.186722),527 park ave,Convenience
38,2633,hy-vee #3 / bdi / des moines,polk,77,des moines,50320,POINT (-93.596754 41.554101),3221 se 14th st,Supermarket
39,5355,casey's general store # 3523/ eldridge,scott,82,eldridge,52748,POINT (-90.549067 41.695339),26701 scott park rd.,Convenience
40,5064,casey's general store #2777 / fairfa,linn,57,fairfax,52228,POINT (-91.779035 41.929161),"65, williams blvd",Convenience
41,5362,crossroads wine & spirits llc,harrison,43,dunlap,51529,POINT (-95.602969 41.854728),117 iowa ave,Liquor/Tobacco
42,5512,casey's general store #3639 / postville,allamakee,3,postville,52162,POINT (-91.580193 43.084432),620 w tilden st,Convenience
43,4622,quik trip #544 / se 14th dm,polk,77,des moines,50320,POINT (-93.596748 41.548497),"3941, se 14th st",Convenience
44,2678,hy-vee fast & fresh / davenport,scott,82,davenport,52807,POINT (-90.527278 41.553879),3200 e kimberly rd.,Supermarket
45,5852,casey's general store #2256 - dewitt,clinton,23,dewitt,52742,POINT (-90.552434 41.825724),1515 11th street,Convenience
46,3882,kwik shop #579 / davenport,scott,82,davenport,,,missing,Convenience
47,4638,gd xpress / davenport,scott,82,davenport,52806,POINT (-90.610249 41.567504),4607 n pine st,Other
48,5645,phillips 66 / grinnell,poweshiek,79,grinnell,50112,POINT (-92.727379 41.745903),1031 west st,Other
49,4706,walgreens #05144 / clinton,clinton,23,clinton,52732,POINT (-90.182002 41.866652),1905 n  2nd st,Drug
50,5366,liquor beer & tobacco outlet,floyd,34,charles city,50616,POINT (-92.661881 43.05913400000001),1908 clark st,Liquor/Tobacco
51,5910,eldridge mart,scott,82,eldridge,52748,POINT (-90.58154 41.654676),209 e. le claire rd,Convenience
52,5886,beecher liquor / dubuque,dubuque,31,dubuque,52001,POINT (-90.696886 42.500775000000004),1691 asbury rd,Liquor/Tobacco
53,5533,fareway stores #183 / fleur,polk,77,des moines,50321,POINT (-93.644925 41.545286),4313 fleur dr,Supermarket
54,4559,osage payless foods,mitchell,66,osage,50461,POINT (-92.811539 43.285134),633 chase st,Other Grocery
55,4652,brady mart food & liquor,scott,82,davenport,52803,POINT (-90.569719 41.55216),"3107, brady st",Other Grocery
56,4969,lake liquors wine and spirits,cerro gordo,17,clear lake,50428,POINT (-93.396651 43.142775),910 n 8th st w,Liquor/Tobacco
57,4524,casey's general store #1139 / nora springs,floyd,34,nora springs,50458,POINT (-93.005225 43.142731),14 e congress,Convenience
58,4131,fareway stores #933 / urbandale,polk,77,urbandale,50322,POINT (-93.734312 41.643829),8450 meredith dr,Supermarket
59,6173,mini-mart / independence,buchanan,10,independence,50644,POINT (-91.901687 42.468633),709 1st street west,Convenience
60,2550,hy-vee food store / osceola,clarke,20,osceola,50213,POINT (-93.77321 41.030569),510 west mclane,Other Grocery
61,4467,kum & go #438 / muscatine,muscatine,70,muscatine,52761,POINT (-91.030595 41.441918),1429 park ave,Convenience
62,2465,sid's beverage shop,dubuque,31,dubuque,52003,POINT (-90.705328 42.491862),2727 dodge st,Liquor/Tobacco
63,3696,wal-mart 1723 / des moines,polk,77,des moines,50315,POINT (-93.59312500000001 41.536957),5101 se 14th st,Convenience
64,4694,rina mart llc / davenport,scott,82,davenport,52806,POINT (-90.631357 41.561712),"3815, west kimberly rd",Convenience
65,2459,reinhart foods,guthrie,39,guthrie center,50115,POINT (-94.505071 41.677289),200 state st,Other Grocery
66,5007,brother's market / denver,bremer,9,denver,50622,POINT (-92.336297 42.66167),1022 skylar st,Other Grocery
67,6004,casey's general store #2659 / columbus junction,black hawk,7,columbus junction,52738,POINT (-91.356566 41.278957),201 e access rd,Convenience
68,5605,casey's general store #1416 / new hampton,chickasaw,19,new hampton,50659,POINT (-92.31783500000002 43.065235),615 n linn ave,Convenience
69,5010,sac city food pride,sac,81,sac city,50583,POINT (-95.002637 42.422404),106 s 16th st,Other Grocery
70,5906,polk city liquor,polk,77,polk city,,,missing,Liquor/Tobacco
71,4829,central city 2,polk,77,des moines,50314,POINT (-93.613739 41.60572),1501 michigan ave,Other
72,2548,hy-vee food store / altoona,polk,77,altoona,50009,POINT (-93.465301 41.644041),100 8th street sw,Other Grocery
73,5846,rockingham liquor - davenport,scott,82,davenport,52802,POINT (-90.613625 41.514051),2423 rockingham road,Liquor/Tobacco
74,2628,hy-vee food store / eldora,hardin,42,eldora,50627,POINT (-93.103764 42.360631),1616 edgington,Other Grocery
75,4301,sahota food mart,polk,77,des moines,50320,POINT (-93.59684900000002 41.57222),1805 se 14th st,Other Grocery
76,4621,casey's general store #23 / maxwell,story,85,maxwell,50161,POINT (-93.39968000000002 41.888013),"100, main st",Convenience
77,2524,hy-vee food store / dubuque,dubuque,31,dubuque,,,missing,Other Grocery
78,2532,hy-vee food store #2 / des moines,polk,77,des moines,50317,POINT (-93.569452 41.627838),2540 e euclid,Other Grocery
79,4143,bucky's,chickasaw,19,lawler,52154,POINT (-92.14835 43.06721),603  e hwy 24,Other
80,6151,university liquors / wdm,polk,77,west des moines,50266,POINT (-93.834244 41.599769),9250 university ave  unit 115,Liquor/Tobacco
81,2238,adventureland inn,polk,77,altoona,50009,POINT (-93.49924000000001 41.658513),3200 adventureland dr,Other
82,4748,walgreens #06186 / davenport,scott,82,davenport,52807,POINT (-90.514255 41.574851),4011 e 53rd st,Drug
83,4604,pit stop liquors / newton,jasper,50,newton,50208,POINT (-93.035654 41.699173),"1324, 1st ave e",Convenience
84,5434,"mk minimart, inc",des moines,29,west burlington,52655,POINT (-91.156304 40.826019),101 e mt. pleasant street,Convenience
85,4253,fareway stores #683 / winterset,madison,61,winterset,50273,POINT (-94.022239 41.344866),719 w hwy 92,Supermarket
86,2593,hy-vee food store / carroll,carroll,14,carroll,51401,POINT (-94.853591 42.064155),905 us highway 30 west,Other Grocery
87,4138,fareway stores #657 / indianola,warren,91,indianola,50125,POINT (-93.579252 41.356616),1309 w 2nd,Supermarket
88,5646,iowa smoke and liquor,linn,57,cedar rapids,52404,POINT (-91.655473 41.921351),70 kirkwood court sw,Liquor/Tobacco
89,4569,car-go-express / sutherland,o'brien,71,sutherland,51058,POINT (-95.499742 42.968051),202 west southern st,Convenience
90,4794,smokin' joe's #17 tobacco and liquor outlet,des moines,29,burlington,52601,POINT (-91.141203 40.80943700000001),110 s roosevelt hwy 61,Liquor/Tobacco
91,5441,liquor on the corner,cherokee,18,cherokee,51012,POINT (-95.547298 42.749597),300 east main,Liquor/Tobacco
92,4547,fareway stores #902 / hampton,franklin,35,hampton,50441,POINT (-93.211676 42.741748),309 central ave west,Supermarket
93,5444,marshall beer wine spirits,marshall,64,marshalltown,50158,POINT (-92.908013 42.050021),11 n 3rd ave,Liquor/Tobacco
94,3784,hartig drug #14 / independence,buchanan,10,independence,50644,POINT (-91.893016 42.468721),200  1st st east,Drug
95,2662,hy-vee wine & spirits / muscatine,muscatine,70,muscatine,52761,POINT (-91.04437 41.426615),"522 mulberry, suite a",Supermarket
96,3942,twin town liquor,tama,86,toledo,52342,POINT (-92.579446 41.985985),104 highway 30 west,Liquor/Tobacco
97,3857,quillins food ranch / waukon,allamakee,3,waukon,,,missing,Other Grocery
98,5643,conoco / le grand,marshall,64,le grand,50142,POINT (-92.78465400000002 42.006665),806 w main st,Other
99,5245,phillips 66,polk,77,des moines,50315,POINT (-93.613469 41.57592900000001),"1516, se  1st st",Other
100,2506,hy-vee #1044 / burlington,des moines,29,burlington,52601,POINT (-91.136655 40.814666),3140 agency,Supermarket
101,2561,hy-vee food store / fleur / dsm,polk,77,des moines,50321,POINT (-93.64494300000001 41.542748),4605 fleur drive,Other Grocery
102,4544,casey's general store #1898 / osceola,clarke,20,osceola,50213,POINT (-93.765678 41.035778),114 n main st,Convenience
103,2539,hy-vee food store / iowa falls,hardin,42,iowa falls,50126,POINT (-93.262364 42.508752),640 s. oak,Other Grocery
104,3952,lot-a-spirits,scott,82,bettendorf,52722,POINT (-90.48065 41.529655),3780 state st,Liquor/Tobacco
105,4310,fareway stores #502 / cherokee,cherokee,18,cherokee,51012,POINT (-95.551866 42.75508),205 west bluff st,Supermarket
106,4070,grieder beverage depot,benton,6,belle plaine,52208,POINT (-92.278 41.897054),708  13th st,Liquor/Tobacco
107,4808,cb quick stop / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.90271 41.26282),"3500, ave a",Convenience
108,4635,kwik shop #563 / cedar rapids,linn,57,cedar rapids,52405,POINT (-91.684707 41.972397),1001 1st ave sw,Convenience
109,5184,casey's general store #3440 / camanc,clinton,23,camanche,52730,POINT (-90.25591 41.787907),"614, s  washington blvd",Convenience
110,5834,casey's general store #1417 / iowa falls,hardin,42,iowa falls,50126,POINT (-93.263544 42.528305),1223 oak st,Convenience
111,5727,one stop shop #4 - denison,crawford,24,denison,51442,POINT (-95.36107 42.020388),306 north 7th street,Convenience
112,5319,west side grocery,scott,82,davenport,52802,POINT (-90.60134 41.526774),1802 w 7th st,Other Grocery
113,2536,hy-vee / pleasant hill,polk,77,pleasant hill,50317,POINT (-93.519187 41.598109),4815 maple drive,Supermarket
114,2591,hy-vee wine and spirits / atlantic,cass,15,atlantic,50022,POINT (-94.990031 41.403856),1602 e. 7th st.,Supermarket
115,2712,hy-vee / decorah,winneshiek,96,decorah,52101,POINT (-91.79777100000001 43.291023),915 short st #107,Supermarket
116,6136,rush stop / charles city,floyd,34,charles city,50616,POINT (-92.682538 43.061014),609 s main st,Convenience
117,3849,hartig drug co #6 / dyersville,dubuque,31,dyersville,52040,POINT (-91.116087 42.470285),711  16th ave se,Drug
118,4750,walgreens #04041 / davenport,scott,82,davenport,52807,POINT (-90.552365 41.556786),1525 e kimberly,Drug
119,2507,hy-vee food store #1 / burlington,des moines,29,burlington,52601,POINT (-91.110752 40.801889),939 angular,Other Grocery
120,2625,hy-vee wine and spirits #2,missing,999999,missing,,,missing,Supermarket
121,5553,casey's general store #2222 / clinton,clinton,23,clinton,52732,POINT (-90.211856 41.85933),1107 13th ave n,Convenience
122,2648,hy-vee #4 / wdm,polk,77,west des moines,50265,POINT (-93.773557 41.561197),555 s 51st st,Supermarket
123,5955,gowrie grocery,webster,94,gowrie,50543,POINT (-94.289457 42.28057),1119 market st,Other Grocery
124,3666,target store t-1771 / cedar rapids,linn,57,cedar rapids,52404,POINT (-91.716111 41.944272),3400 edgewood rd sw,Supermarket
125,4203,liquor and tobacco outlet /,bremer,9,waverly,50677,POINT (-92.47898 42.725694),620 w bremer ave,Liquor/Tobacco
126,6000,porters convenience 66 / clinton,clinton,23,clinton,52732,POINT (-90.221831 41.817449),1512 lincoln way,Convenience
127,2635,hy-vee #4 / davenport,scott,82,davenport,52807,POINT (-90.513769 41.574973),4064 e 53rd st,Supermarket
128,5298,dewitt travel mart,clinton,23,dewitt,52742,POINT (-90.538952 41.821779),"630, 6th ave",Convenience
129,3744,payless foods / dyersville,dubuque,31,dyersville,52040,POINT (-91.115769 42.470204),733 16th ave se,Other Grocery
130,4897,gasland #102 / burlington,des moines,29,burlington,52601,POINT (-91.121931 40.819885),1703 mt pleasant st,Convenience
131,5625,oasis / des moines,polk,77,des moines,50313,POINT (-93.60054000000001 41.653137),5120 ne 14th st,Other
132,3562,wal-mart 0797 / w burlington,des moines,29,west burlington,52655,POINT (-91.158407 40.813125),324 west agency rd,Convenience
133,3679,franklin street floral & gift,clayton,22,monona,52159,POINT (-91.390767 43.055133),103 franklin st,Other
134,5563,casey's general store #3082 / carroll,carroll,14,carroll,51401,POINT (-94.873524 42.067854),510 e hwy 30,Convenience
135,5004,ida grove food pride,ida,47,ida grove,,,missing,Other Grocery
136,5326,als liquor,buena vista,11,storm lake,50588,POINT (-95.202405 42.647492),215 w. milwaukee ave,Liquor/Tobacco
137,3833,wal-mart 3394 / atlantic,cass,15,atlantic,50022,POINT (-94.98571 41.403853),1905 east 7th st,Convenience
138,3918,smokin' joe's #1 tobacco and liquor outlet,scott,82,davenport,52802,POINT (-90.621541 41.510082),3120 rockingham rd,Liquor/Tobacco
139,6076,shop n save newton,jasper,50,newton,50208,POINT (-93.058352 41.690355),404 s 11th ave w,Supermarket
140,2508,hy-vee food store #1 / cedar rapids,linn,57,cedar rapids,52405,POINT (-91.697941 41.97447),"1843 johnson avenue, n.w.",Other Grocery
141,4384,kum & go #2093 / adel,dallas,25,adel,50003,POINT (-94.017511 41.614114),409 nile kinnick dr,Convenience
142,2549,hy-vee food store / indianola,warren,91,indianola,,,missing,Other Grocery
143,3890,smokin' joe's #7 tobacco and liquor,linn,57,cedar rapids,52405,POINT (-91.683669 41.972773),904  1st ave nw,Liquor/Tobacco
144,2613,hy-vee food store #1 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.879662 41.261925),2323 w broadway,Other Grocery
145,5891,casey's general store #2786 / des moines,polk,77,des moines,50313,POINT (-93.600563 41.653682),5150 ne 14th st,Convenience
146,4950,kum & go #514 / cedar rapids,linn,57,cedar rapids,52403,POINT (-91.651424 41.97769),1420 mt vernon rd,Convenience
147,2806,osco #881 / clinton,clinton,23,clinton,52732,POINT (-90.184797 41.858932),1307 n second,Other
148,5207,jim's foods  /  cedar rapids,linn,57,cedar rapids,52404,POINT (-91.67707300000001 41.968016000000006),"812, sixth  st sw",Other Grocery
149,5710,casey's #3763 -waverly,bremer,9,waverly,50677,POINT (-92.475569 42.715552),1032 4th street sw,Convenience
150,3664,shade tree liquors,worth,98,northwood,50459,POINT (-93.218339 43.443739),90 10th st s,Liquor/Tobacco
151,5478,casey's general store #3587 / burlington,des moines,29,burlington,52601,POINT (-91.108065 40.828252),1911 des moines ave,Convenience
152,6191,hy-vee fast and fresh #2 / waukee,dallas,25,waukee,50263,POINT (-93.876296 41.615007),155 w. hickman rd.,Supermarket
153,4229,fareway stores #790 / harlan,shelby,83,harlan,51537,POINT (-95.339845 41.650132),1910  23rd st,Supermarket
154,4230,fareway stores #106 / clive,polk,77,clive,50325,POINT (-93.756489 41.600511),10151 university ave,Supermarket
155,3651,wal-mart 1491 / indianola,warren,91,indianola,,,missing,Convenience
156,4412,kum & go #267 / tipton,cedar,16,tipton,52772,POINT (-91.115934 41.647175),2050 ia highway 38,Convenience
157,5949,uptown liquor & tobacco / cedar rapids,linn,57,cedar rapids,52404,POINT (-91.725777 41.959614),2000 wiley blvd sw ste 106,Liquor/Tobacco
158,5244,the ox & wren spirits and gifts,howard,45,cresco,52136,POINT (-92.106529 43.371131),708 2nd  ave  se,Liquor/Tobacco
159,4911,casey's general store #1061 / princeton,scott,82,princeton,52768,POINT (-90.340914 41.677287),500 hwy 67 n,Convenience
160,5102,wilkie liquors,linn,57,mount vernon,52314,POINT (-91.410401 41.918328),724 1st  st  se,Liquor/Tobacco
161,6206,east side liquor & grocery / marshalltown,marshall,64,marshalltown,50158,POINT (-92.893059 42.044347),1116 east nevada street,Other Grocery
162,5385,vine food & liquor,polk,77,west des moines,50265,POINT (-93.741511 41.580206),2704 vine st.,Other Grocery
163,5775,casey's general store #1378 / jesup,buchanan,10,jesup,50648,POINT (-92.063377 42.469199),1330 6th st,Convenience
164,4068,sa petro mart,polk,77,west des moines,50265,POINT (-93.703344 41.570743),136  1st st,Convenience
165,4377,quik trip #562 / ne 14th / dsm,polk,77,des moines,50313,POINT (-93.600266 41.648602),4801 ne 14th st,Convenience
166,4024,wal-mart 1546 / iowa falls,hardin,42,iowa falls,50126,POINT (-93.262446 42.503407),840 s oak,Convenience
167,3650,"spirits, stogies and stuff",ida,47,holstein,51025,POINT (-95.544794 42.488704),118 south main st.,Liquor/Tobacco
168,5352,casey's general store # 3565/ tripoli,bremer,9,tripoli,,,missing,Convenience
169,5734,fareway stores #193 / tiffin,johnson,52,tiffin,52340,POINT (-91.657407 41.708639),500 croell avenue,Supermarket
170,3461,hometown foods / stuart,adair,1,stuart,50250,POINT (-94.318443 41.49759900000001),611 s division st,Other Grocery
171,5902,gm minimart / muscatine,muscatine,70,muscatine,52761,POINT (-91.071582 41.422928),2307 lucas st,Convenience
172,6166,dannys tobacco & liquor / guttenberg,clayton,21,guttenberg,,,missing,Liquor/Tobacco
173,4185,fareway stores #737 / grinnell,poweshiek,79,grinnell,50112,POINT (-92.727347 41.741352),727 west st,Supermarket
174,6081,circle k / wdm,polk,77,west des moines,50265,POINT (-93.752572 41.570151),3501 ep true parkway,Convenience
175,3719,wal-mart 0581 / marshalltown,marshall,64,marshalltown,50158,POINT (-92.91231 42.012918),2802 s center st,Convenience
176,3678,"smoke shop, the",polk,77,des moines,50320,POINT (-93.597011 41.570844),1918 se 14th st,Liquor/Tobacco
177,5663,lake view redemption & liquor store,sac,81,lake view,51450,POINT (-95.051539 42.307764000000006),502 5th st,Liquor/Tobacco
178,4970,jeff's market / west liberty,muscatine,70,west liberty,52776,POINT (-91.26158700000002 41.569916),"200, e 3rd st",Other Grocery
179,5496,dhakals llc,scott,82,davenport,52804,POINT (-90.620282 41.545421),3108 w central park ave,Other
180,6120,cresco mart,howard,45,cresco,52136,POINT (-92.118817 43.371153),202 2nd ave sw,Convenience
181,5673,casey's general store #2821 / gladbrook,tama,86,gladbrook,50635,POINT (-92.718164 42.181324),201 8th st,Convenience
182,5462,7star liquor & tobacco outlet,linn,57,cedar rapids,52405,POINT (-91.680323 41.977958),502 e ave nw,Liquor/Tobacco
183,5847,moti's food,scott,82,davenport,52802,POINT (-90.601884 41.522305),1717 west 3rd street,Other Grocery
184,4677,costco wholesale #1111 / coralville,johnson,52,coralville,52241,POINT (-91.61494100000002 41.698028),2900 heartland dr,Supermarket
185,4395,kum & go #133 / ellsworth,hamilton,40,ellsworth,50075,POINT (-93.572941 42.309754),1111 ia highway 175,Convenience
186,5670,jonesy's stop n shop,cerro gordo,17,rockwell,50469,POINT (-93.19198 42.98556700000001),104 n 1st st,Convenience
187,5825,casey's general store #2019 / west burlington,des moines,29,west burlington,52655,POINT (-91.150633 40.825978),501 e mt pleasant st,Convenience
188,4956,the cooler,linn,57,cedar rapids,52405,POINT (-91.734311 41.967997),"4920, johnson ave nw",Other
189,2676,hy-vee gas / indianola,warren,91,indianola,50125,POINT (-93.558417 41.36897),912 n jefferson way,Convenience
190,5340,kum & go #532/ west dsm,polk,77,west des moines,50266,POINT (-93.791014 41.55915),5901 mills civic pkwy #2000,Convenience
191,5116,new star mart  /  newton,webster,94,newton,50702,POINT (-93.04551500000001 41.69943),"702, 1st ave e",Convenience
192,5081,casey's general store #3035 / atlant,cass,15,atlantic,50022,POINT (-95.014425 41.403737),701 poplar st,Convenience
193,2670,hy-vee food store / coralville,johnson,52,coralville,52241,POINT (-91.591868 41.682337000000004),2004 8th  st,Other Grocery
194,6132,dubuque wine & spirits,dubuque,31,dubuque,52002,POINT (-90.720951 42.512386),3305 asbury rd,Liquor/Tobacco
195,5749,casey's general store #3025 / carroll,carroll,14,carroll,51401,POINT (-94.874495 42.068503),613 us hwy 30 w,Convenience
196,4523,casey's general store #2563 / exira,audubon,5,exira,50076,POINT (-94.879847 41.591142),312 w washington st,Convenience
197,5275,casey's general store # 2417/ newton,jasper,50,newton,50208,POINT (-93.076066 41.688376),1200 w 18th st s,Convenience
198,4228,fareway stores #462 / vinton,benton,6,vinton,52349,POINT (-92.025603 42.166166),501 a ave,Supermarket
199,5404,the depot oxford llc,johnson,52,oxford,52322,POINT (-91.790636 41.724565),220 n augusta ave,Other
200,5108,tobacco 4 less / state st,scott,82,bettendorf,52722,POINT (-90.518562 41.5251),1032 state st,Liquor/Tobacco
201,4610,casey's general store #2992 / fonda,pocahontas,76,fonda,50540,POINT (-94.846456 42.588969),101 hwy 7,Convenience
202,5156,casey's general store #1020  / le cl,scott,82,le claire,52753,POINT (-90.345923 41.598593),"210, jones st",Convenience
203,5901,le claire grocery store,scott,82,le claire,52753,POINT (-90.343743 41.602962),536 n cody rd,Other Grocery
204,5799,casey's general store #2472 / nichols,muscatine,70,nichols,52766,POINT (-91.303838 41.48109300000001),1334 hwy 22,Convenience
205,4945,osage liquors,mitchell,66,osage,50461,POINT (-92.814028 43.284116),"508, main st",Liquor/Tobacco
206,5463,backwater spirits and more,winneshiek,96,decorah,52101,POINT (-91.786674 43.304224),116 w water st ste d,Liquor/Tobacco
207,5603,casey's general store #2480 / charles city,floyd,34,charles city,50616,POINT (-92.673217 43.066759),1105 blunt pkwy,Convenience
208,6156,luxemburg liquor tobacco & gas,dubuque,31,luxemburg,52056,POINT (-91.074618 42.602542),101 w main st,Convenience
209,3417,big g food store,missing,999999,missing,,,missing,Other Grocery
210,5397,casey's general store # 2774/amana,iowa,48,amana,52203,POINT (-91.874686 41.801173000000006),617 42nd ave,Convenience
211,4781,casey's general store #3079 / early,sac,81,early,50535,POINT (-95.14799 42.467201),"2245, us hwy 71",Convenience
212,4129,cyclone liquors,story,85,ames,50010,POINT (-93.618911 42.022854),626 lincoln way,Liquor/Tobacco
213,6159,bucky's express #34 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.90257 41.261918),3501 w broadway,Convenience
214,5612,casey's general store #66 / laporte city,black hawk,7,la porte city,50651,POINT (-92.196459 42.319133),402 hwy 218 n,Convenience
215,5071,jeff's market / durant,cedar,16,durant,52747,POINT (-90.911744 41.600606),408 6th ave,Other Grocery
216,5726,ehlinger's vinton express,benton,6,vinton,52349,POINT (-92.037532 42.168297),310 k avenue south,Convenience
217,4535,casey's general store #2421 / dubuque,dubuque,31,dubuque,52001,POINT (-90.676071 42.539271),4003 peru rd,Convenience
218,5017,lansing iga,allamakee,3,lansing,52151,POINT (-91.219222 43.36182),417 main st,Other
219,4594,quik trip #554 / sw 63rd dm,polk,77,des moines,50312,POINT (-93.703165 41.569715),901 sw 63rd st,Convenience
220,4267,main street market of anita,cass,15,anita,50020,POINT (-94.765365 41.444887),735 main st,Other Grocery
221,5436,smokin' joe's #8 tobacco and liquor outlet,missing,999999,missing,,,missing,Liquor/Tobacco
222,4385,kum & go #43 / new virginia,warren,91,new virginia,,,missing,Convenience
223,6092,a&s food and gas / davenport,scott,82,davenport,52802,POINT (-90.612456 41.514587),2365 rockingham rd,Other Grocery
224,4715,walgreens #06678 / west des moines,polk,77,west des moines,50265,POINT (-93.731469 41.571398),1999 grand ave,Drug
225,5736,218 fuel express,floyd,34,floyd,50435,POINT (-92.73738 43.122076),68 monroe street,Convenience
226,2544,hy-vee food store / marshalltown,marshall,64,marshalltown,50158,POINT (-92.912817 42.039205),802 south center,Other Grocery
227,2647,hy-vee #7 / cedar rapids,linn,57,cedar rapids,52411,POINT (-91.701581 42.030129),5050 edgewood rd,Supermarket
228,3776,wal-mart 5115 / davenport,scott,82,davenport,52806,POINT (-90.620069 41.559268),3101 west kimberly rd,Convenience
229,3732,north scott foods,scott,82,eldridge,52748,POINT (-90.577311 41.654695000000004),425 e leclaire rd,Other Grocery
230,3773,benz distributing,linn,57,cedar rapids,52401,POINT (-91.659875 41.97574),501 7th ave se,Liquor/Tobacco
231,4183,fareway stores #589 / decorah,winneshiek,96,decorah,52101,POINT (-91.785286 43.303291),103 e main,Supermarket
232,2528,hy-vee food store #3 / des moines,polk,77,des moines,50315,POINT (-93.594776 41.554781),3221 se 14th st,Other Grocery
