,StoreNumber,StoreName,County,CountyNumber,City,ZipCode,StoreLocation,Address,StoreType
580,5611,casey's general store #2908 / anamosa,jones,53,anamosa,52205,POINT (-91.263728 42.102923),1752 hwy 64 e,Convenience
581,2587,hy-vee food store / johnston,polk,77,johnston,50131,POINT (-93.697731 41.665172),5750 merle hay road,Other Grocery
582,5773,casey's general store #2239 / independence,buchanan,10,independence,50644,POINT (-91.889442 42.479996),1200 5th ave ne,Convenience
583,3494,sam's club 6514 / waterloo,black hawk,7,waterloo,50702,POINT (-92.353103 42.456374),210 east tower park dr,Supermarket
584,4866,tobacco hut #18 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.851844 41.219624),429 veterans memorial,Liquor/Tobacco
585,5027,hard rock hotel & casino sioux city,woodbury,97,sioux city,51101,POINT (-96.40942000000001 42.493049),111 3rd st,Casino
586,2623,hy-vee food store #4 / sioux city,woodbury,97,sioux city,51104,POINT (-96.417783 42.519886),2827 hamilton blvd,Other Grocery
587,2500,hy-vee food store #1 / ames,story,85,ames,50010,POINT (-93.669896 42.02160500000001),3800 w lincoln way,Other Grocery
588,5086,"central mart i, llc.",woodbury,97,sioux city,51106,POINT (-96.385071 42.515989),"2501, floyd blvd",Convenience
589,3980,wal-mart 1721 / iowa city,johnson,52,iowa city,52246,POINT (-91.552125 41.646646),919 hwy 1 west,Convenience
590,2590,hy-vee food store #5 / cedar rapids,linn,57,cedar rapids,52402,POINT (-91.658105 42.010971),3235 oakland road ne,Other Grocery
591,3525,wines and spirits,washington,92,washington,52353,POINT (-91.692214 41.300399),106 w 2nd st,Liquor/Tobacco
592,2522,hy-vee wine and spirits / spirit lake,dickinson,30,spirit lake,51360,POINT (-95.111858 43.421714),1902 peoria avenue,Supermarket
593,2643,hy-vee wine and spirits / waterloo,black hawk,7,waterloo,,,missing,Supermarket
594,3899,wal-mart 3762 / wdm,polk,77,west des moines,50266,POINT (-93.795512 41.558107),6365 stagecoach dr,Convenience
595,4648,prime mart / broadway waterloo,black hawk,7,waterloo,50703,POINT (-92.345104 42.510573),508 broadway st,Convenience
596,4793,fort madison fast break,lee,56,fort madison,52627,POINT (-91.377416 40.624074),5002 avenue o,Other
597,6013,mill street liquor / lake mills,winnebago,95,lake mills,50450,POINT (-93.535032 43.419668),107 n mill st,Liquor/Tobacco
598,5540,casey's general store #2447 / sergeant bluff,woodbury,97,sergeant bluff,51054,POINT (-96.352258 42.398573),111 gaul dr,Convenience
599,4277,cork it!,plymouth,75,le mars,51031,POINT (-96.178219 42.776296),769 prospect st sw,Other
600,4891,schottsy's liquor,osceola,72,sibley,51249,POINT (-95.759943 43.403935),109 5th st,Liquor/Tobacco
601,3629,wal-mart 1965 / council bluffs,pottawattamie,78,council bluffs,51503,POINT (-95.848696 41.226557),3200 manawa dr,Convenience
602,4879,sam's mini mart / morningside ave sioux city,woodbury,97,sioux city,51106,POINT (-96.352851 42.47063),4218 morningside ave,Convenience
603,6148,beer on floyd / sioux city,woodbury,97,sioux city,51108,POINT (-96.372185 42.531448000000005),3132 floyd blvd,Liquor/Tobacco
604,2651,hy-vee / waverly,bremer,9,waverly,50677,POINT (-92.475403 42.712263),1311 4 street sw,Supermarket
605,5230,point liquor & tobacco,linn,57,cedar rapids,52402,POINT (-91.663629 42.01133),"3221, center point rd ne",Liquor/Tobacco
606,5669,guddi mart / waterloo,black hawk,7,waterloo,50702,POINT (-92.353141 42.480288),306 byron ave,Convenience
607,4150,fareway stores #951 / waterloo,black hawk,7,waterloo,,,missing,Supermarket
608,2545,hy-vee drugstore / iowa city,johnson,52,iowa city,52245,POINT (-91.528105 42.207428),310 n 1st st,Supermarket
609,4634,kwik shop #565 / cedar rapids,linn,57,cedar rapids,52402,POINT (-91.665659 42.021931),"4201, center point rd ne",Convenience
610,3987,wine and spirits shoppe of,kossuth,55,algona,50511,POINT (-94.226874 43.068382),111 s phillips st,Liquor/Tobacco
611,5918,the snack shack #2 / waterloo,black hawk,7,waterloo,50702,POINT (-92.33218000000001 42.490354),189 w 11th st,Other
612,4239,fareway stores #850 / spirit lake,dickinson,30,spirit lake,51360,POINT (-95.106219 43.42157),1906 keokuk,Supermarket
613,3477,sam's club 6472 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.847163 41.225208),3221 manawa centre dr,Supermarket
614,5390,pg mini mart,missing,999999,missing,,,missing,Convenience
615,5835,casey's general store #55 / marcus,cherokee,18,marcus,51035,POINT (-95.799712 42.810144),4801 hwy 143,Convenience
616,5242,kum & go #3502 / iowa city,johnson,52,iowa city,52240,POINT (-91.50163 41.649545),2303 muscatine ave,Convenience
617,5029,the liquor stop llc,scott,82,davenport,52806,POINT (-90.57611300000002 41.574536),"211, w 53rd st",Convenience
618,5197,kum & go #201 / coralville,johnson,52,coralville,52241,POINT (-91.565766 41.681286),822 1st  ave,Convenience
619,6161,casey's #6122 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.900631 41.244524),3434 nebraska ave,Convenience
620,2661,hy-vee food store / sheldon,o'brien,71,sheldon,51201,POINT (-95.831721 43.186038),1989 park st,Other Grocery
621,5911,old fire liquor / buffalo center,winnebago,95,buffalo center,50424,POINT (-93.947595 43.386755),113 1st st nw,Liquor/Tobacco
622,5423,stammer liquor corp,o'brien,71,sheldon,51201,POINT (-95.854899 43.184242),615 2nd ave,Liquor/Tobacco
623,5856,station mart #1 - evansdale,black hawk,7,evansdale,50707,POINT (-92.287994 42.47724500000001),3594 lafayette road,Convenience
624,3704,celtics beverage company,palo alto,74,emmetsburg,50536,POINT (-94.678807 43.10937),1122 broadway,Liquor/Tobacco
625,2517,hy-vee food store #1 / newton,jasper,50,newton,50208,POINT (-93.034296 41.69916),1501 first avenue east,Other Grocery
626,3420,sam's club 6344 / windsor heights,polk,77,windsor heights,50311,POINT (-93.718027 41.599172),1101  73rd street,Supermarket
627,2594,hy-vee food store / sioux city,woodbury,97,sioux city,51106,POINT (-96.346969 42.447396),4500 sergeant road,Other Grocery
628,3769,wal-mart 0753 / cedar fall,black hawk,7,cedar falls,50613,POINT (-92.440394 42.485042),525 brandilynn blvd,Convenience
629,2621,hy-vee food store #3 / sioux city,woodbury,97,sioux city,51105,POINT (-96.364108 42.487752),3301 gordon dr,Other Grocery
630,4427,kum & go #507 / north liberty,johnson,52,north liberty,52317,POINT (-91.636982 41.752948),610 n kansas ave,Convenience
631,2696,hy-vee c-store / se army post,polk,77,des moines,50315,POINT (-93.600993 41.526276),1113 se army post rd,Supermarket
632,6196,gopuff / north liberty,johnson,52,north liberty,52317,POINT (-91.606306 41.751471),415 community drive,Liquor/Tobacco
633,4837,kum & go #51 / iowa city,johnson,52,iowa city,52240,POINT (-91.530633 41.657837),323 e burlington st,Convenience
634,5153,oak street station llc,missing,999999,missing,,,missing,Convenience
635,5265,honey creek resort state park/ gift,appanoose,4,moravia,52571,POINT (-92.918723 40.87046),12633 resort drive,Other
636,4888,circle s bluff stop,woodbury,97,sergeant bluff,51054,POINT (-96.361378 42.400333),302 1st st,Convenience
637,3990,cork and bottle / oskaloosa,mahaska,62,oskaloosa,52577,POINT (-92.648153 41.296228),309 a ave west,Liquor/Tobacco
638,2513,hy-vee food store #2 / iowa city,johnson,52,iowa city,,,missing,Other Grocery
639,5662,riverside liquor 2 / davenport,scott,82,davenport,52804,POINT (-90.59739400000001 41.53826),1528 w locust,Liquor/Tobacco
640,4021,wal-mart 0985 / fairfield,jefferson,51,fairfield,52556,POINT (-91.993721 41.006375),2701 w burlington ave,Convenience
641,4434,todd's,lyon,60,rock rapids,51246,POINT (-96.175502 43.430056),209 s union st,Other
642,5374,iowa liquor & tobacco,wapello,90,ottumwa,52501,POINT (-92.400704 41.010404),1021 east main street,Liquor/Tobacco
643,5685,fareway stores #190 / cedar falls,black hawk,7,cedar falls,50613,POINT (-92.445875 42.497359),4500 s main st,Supermarket
644,5419,casey's general store # 3604/hinton,plymouth,75,hinton,51024,POINT (-96.291721 42.627552),121 n floyd ave,Convenience
645,4810,kum & go #518 / ankeny,polk,77,ankeny,50021,POINT (-93.572458 41.760989),3603 ne otterview circle,Convenience
646,4884,tobacco hut #11 / sioux city,woodbury,97,sioux city,51106,POINT (-96.348659 42.470479),"4523, morningside ave",Liquor/Tobacco
647,4501,kum & go #134 / fairfield,jefferson,51,fairfield,52556,POINT (-91.981752 41.006447),1601 w burlington ave,Convenience
648,4268,fareway stores #531 / algona,kossuth,55,algona,50511,POINT (-94.214064 43.082782),1905 highway 18 e,Supermarket
649,5060,l&m mighty shop,johnson,52,iowa city,52240,POINT (-91.52843 41.657818),"504, e burlington st",Other
650,4255,fareway stores #058 / orange city,sioux,84,orange city,,,missing,Supermarket
651,2622,hy-vee food store / iowa city,johnson,52,iowa city,52240,POINT (-91.518868 41.676095),1125 n dodge st,Other Grocery
652,2501,hy-vee  #2 / ames,story,85,ames,50010,POINT (-93.619455 42.022848),640 lincolnway,Supermarket
653,4558,kum & go #226 / sioux city,woodbury,97,sioux city,51105,POINT (-96.405013 42.504732),1373 pierce st,Convenience
654,2673,hy-vee # 6/ des moines,polk,77,des moines,50309,POINT (-93.62245400000002 41.584842),420 court ave,Supermarket
655,5613,casey's general store #2624 / manchester,delaware,28,manchester,52057,POINT (-91.45793 42.502602),1413 n franklin st,Convenience
656,2555,hy-vee food store / keokuk,lee,56,keokuk,52632,POINT (-91.403752 40.41538),3111 main,Other Grocery
657,2521,hy-vee food and drug / grand / wdm,polk,77,west des moines,50265,POINT (-93.73162 41.571127),1990 grand avenue,Other Grocery
658,4960,aj's liquor iii,story,85,ames,50010,POINT (-93.648959 42.021456),2401 a chamberlain st,Liquor/Tobacco
659,2637,hy-vee #5 / davenport,scott,82,davenport,52804,POINT (-90.611972 41.538207),2351 w locust,Supermarket
660,3715,kimberly mart / davenport,scott,82,davenport,52807,POINT (-90.550657 41.556966),1714 e kimberly rd,Convenience
661,3549,quicker liquor store,lee,56,fort madison,52627,POINT (-91.373211 40.62422600000001),1414 48th st,Convenience
662,5351,downtown liquor,woodbury,97,sioux city,51101,POINT (-96.394671 42.495324),1203 5th st.,Liquor/Tobacco
663,4202,fareway stores #829 / sioux city,woodbury,97,sioux city,51106,POINT (-96.354307 42.449933),4267 sergeant rd,Supermarket
664,2502,hy-vee wine and spirits / ankeny,polk,77,ankeny,50021,POINT (-93.602539 41.734615),410 north ankeny blvd,Supermarket
665,2572,hy-vee food store / cedar falls,black hawk,7,cedar falls,50613,POINT (-92.435236 42.512789),6301 university,Other Grocery
666,5504,neighborhood mart,black hawk,7,waterloo,50703,POINT (-92.313923 42.489893),2102 lafayette st,Convenience
667,2130,sycamore convenience,black hawk,7,waterloo,50703,POINT (-92.335358 42.497854),617 sycamore,Convenience
668,5934,city liquor / iowa city,johnson,52,iowa city,52240,POINT (-91.530225 41.656031),425 s gilbert st,Liquor/Tobacco
669,5188,kum & go #251 / sioux city,woodbury,97,sioux city,51101,POINT (-96.397381 42.489852),1005 gordon dr,Convenience
670,3820,"charlie's wine and spirits,",woodbury,97,sioux city,51103,POINT (-96.420193 42.510535),507 w 19th st,Liquor/Tobacco
671,4582,pronto / spirit lake,dickinson,30,spirit lake,51360,POINT (-95.126585 43.42282),"2402, 17th st",Other
672,5937,carstensen's meat and grocery / lake park,dickinson,30,lake park,51347,POINT (-95.321385 43.454741),201 market st n,Other Grocery
673,6097,brew oil #51 / sanborn,o'brien,71,sanborn,51248,POINT (-95.656064 43.186035000000004),101 w 7th st,Liquor/Tobacco
674,4463,casey's general store #3031 / garner,hancock,41,garner,50438,POINT (-93.603007 43.105833),145 us hwy 18 w,Convenience
675,5315,brother's market wine and spirits,keokuk,54,sigourney,52591,POINT (-92.20510500000002 41.333293),110 south main street,Other Grocery
676,6189,hy-vee dollar fresh / manchester,delaware,28,manchester,52057,POINT (-91.471716 42.483883),1080 w main st.,Supermarket
677,5678,save more / davenport,scott,82,davenport,52803,POINT (-90.568875 41.538264),405 e locust st,Other
678,3045,britt food center,hancock,41,britt,50423,POINT (-93.801917 43.098696),8 2nd st nw,Other Grocery
679,2605,hy-vee drugstore #5 / cedar rapids,linn,57,cedar rapids,52402,POINT (-91.668909 42.034799),2001 blairs ferry road ne,Supermarket
680,5730,jim's food,black hawk,7,waterloo,50701,POINT (-92.355915 42.487326),437 sullivan avenue,Other Grocery
681,5068,tobacco shop / arnolds park,dickinson,30,arnolds park,51331,POINT (-95.14027400000002 43.361577),612 s highway 71,Liquor/Tobacco
682,2603,hy-vee wine and spirits / bettendorf,scott,82,bettendorf,52722,POINT (-90.483701 41.552338),2890 devils glen road,Supermarket
683,4265,kwik stop 3 / waterloo,black hawk,7,waterloo,50702,POINT (-92.336965 42.489106),1104 washington st,Convenience
684,3390,okoboji avenue liquor,dickinson,30,milford,51351,POINT (-95.149955 43.331525),1610 okoboji avenue,Liquor/Tobacco
685,4993,site food mart,lee,56,keokuk,52632,POINT (-91.390084 40.402244),"1301, main st",Other Grocery
686,4006,larchwood offsale,lyon,60,larchwood,51241,POINT (-96.435452 43.453843),913 brown st po box 326,Other
687,4231,fareway stores #719 / le mars,plymouth,75,le mars,51031,POINT (-96.164909 42.793066),115 plymouth st ne,Supermarket
688,2529,hy-vee drugstore #4 / cedar rapids,linn,57,cedar rapids,52405,POINT (-91.73337 41.968343),4825 johnson ave nw,Supermarket
689,3789,wal-mart 1393 / oskaloosa,mahaska,62,oskaloosa,52577,POINT (-92.669924 41.298516),2203 a avenue west,Convenience
690,5431,brew coffee wine spirit and cigars,plymouth,75,le mars,51031,POINT (-96.171858 42.793075),346 plymouth st sw,Liquor/Tobacco
691,5295,yesway store # 10023/ waterloo,black hawk,7,waterloo,50702,POINT (-92.355753 42.457847),117 san marnan dr e,Convenience
692,5712,casey's #2866-waterloo,black hawk,7,waterloo,50701,POINT (-92.355948 42.456414),51 e. tower park drive,Convenience
693,2620,hy-vee / windsor heights,polk,77,windsor heights,,,missing,Supermarket
694,4506,casey's general store #2667 / tiffin,johnson,52,tiffin,52340,POINT (-91.660199 41.707316),403 stephens st,Convenience
695,5599,kwik stop 4,black hawk,7,waterloo,50703,POINT (-92.345106 42.510792),515 broadway st,Convenience
696,5994,hawkeye smoke and liquor / iowa city,johnson,52,iowa city,52240,POINT (-91.533522 41.658979),108 e. college st,Liquor/Tobacco
697,2191,keokuk spirits,lee,56,keokuk,52632,POINT (-91.387797 40.400038),1013 main,Liquor/Tobacco
698,4988,happy's wine & spirits,black hawk,7,cedar falls,50613,POINT (-92.429331 42.512766),5925 university ave,Liquor/Tobacco
699,2629,hy-vee food store #2 / council bluffs,pottawattamie,78,council bluffs,51503,POINT (-95.825137 41.242732),1745 madison ave,Other Grocery
700,6176,mini-mart / cedar falls,black hawk,7,cedar falls,50613,POINT (-92.462826 42.537839),1420 w 1st st,Convenience
701,6041,liquor downtown / iowa city,johnson,52,iowa city,52240,POINT (-91.530181 41.657654),315 s gilbert st,Liquor/Tobacco
702,4867,speedy gas n shop,pottawattamie,78,council bluffs,51501,POINT (-95.902023 41.257663),430 s 35th st,Convenience
703,5839,station mart #2,black hawk,7,evansdale,50707,POINT (-92.297765 42.462807),1119 river forest road,Convenience
704,4019,wal-mart 1506 / manchester,delaware,28,manchester,,,missing,Convenience
705,2585,hy-vee wine and spirits / algona,kossuth,55,algona,50511,POINT (-94.236003 43.081288),1516 highway 169 north,Supermarket
706,5526,randall's stop n shop,black hawk,7,hudson,50643,POINT (-92.45494 42.406565),320 5th st,Convenience
707,4192,fareway stores #044 / bettendorf,scott,82,bettendorf,52722,POINT (-90.480368 41.556273),3800 belmont rd,Supermarket
708,4512,metro mart #4 / waterloo,black hawk,7,waterloo,50701,POINT (-92.376365 42.500152),"2332, falls ave",Convenience
709,5062,casey's general store #2318 / montro,lee,56,montrose,52639,POINT (-91.415097 40.532149),"111, main st",Convenience
710,3981,wal-mart 1152 / sioux center,sioux,84,sioux center,51250,POINT (-96.179835 43.060881),255 16th st sw,Convenience
711,4312,i-80 liquor / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.8792 41.238092),2411 s 24th st #1,Liquor/Tobacco
712,4083,fareway stores #909 / ankeny,polk,77,ankeny,50021,POINT (-93.59949600000002 41.702811),109 se oralabor rd,Supermarket
713,6117,fareway stores #212 / colfax,jasper,50,colfax,50054,POINT (-93.244443 41.677932),28 e howard st,Supermarket
714,5155,new star  /  ansborough ave,black hawk,7,waterloo,50701,POINT (-92.376863 42.493091),"1459, ansborough ave",Convenience
715,4248,fareway stores #021 / sheldon,o'brien,71,sheldon,51201,POINT (-95.821001 43.186061),2603 park st,Supermarket
716,3993,new star liquor / w 4th s / waterloo,black hawk,7,waterloo,,,missing,Convenience
717,2601,hy-vee food store / fairfield,jefferson,51,fairfield,52556,POINT (-91.978702 41.006456),1300 west burlington ave,Other Grocery
718,4743,family fare #791,pottawattamie,78,council bluffs,51503,POINT (-95.81877500000002 41.24394),1801 valley view dr,Other
719,5398,casey's general store # 2272/colfax,jasper,50,colfax,50054,POINT (-93.247274 41.686707),1203 n walnut,Convenience
720,2567,hy-vee drugstore / davenport,scott,82,davenport,52806,POINT (-90.608201 41.560663),2200 west kimberly,Supermarket
721,3873,target store t-1113 / coralville,johnson,52,coralville,52241,POINT (-91.608399 41.691276),1441 coral ridge ave,Supermarket
722,5514,johncy's liquor store,johnson,52,north liberty,52317,POINT (-91.60761 41.738129),585 hwy 965 ste d & e,Liquor/Tobacco
723,2642,hy-vee wine and spirits / pella,marion,63,pella,50219,POINT (-92.899277 41.396961000000005),512 e oskaloosa,Supermarket
724,3447,sam's club 6432 / sioux city,woodbury,97,sioux city,51106,POINT (-96.37082 42.43407),4201 s. york st.,Supermarket
725,5800,brew gas coffee wine spirits,woodbury,97,sioux city,51109,POINT (-96.474603 42.51496),2026 riverside blvd,Convenience
726,3842,bancroft liquor store,kossuth,55,bancroft,50517,POINT (-94.218 43.29355),107 n portland st po bx 222,Liquor/Tobacco
727,5445,casey's general store # 2781/ iowa city,johnson,52,iowa city,52246,POINT (-91.560844 41.64148000000001),1410 willow creek dr.,Convenience
728,2106,hillstreet news and tobacco,black hawk,7,cedar falls,50613,POINT (-92.455796 42.517182),2217 college,Liquor/Tobacco
729,4256,fareway stores #912 / sioux center,sioux,84,sioux center,51250,POINT (-96.176959 43.078003),115  1st ave nw,Supermarket
730,5920,kum & go #0131 / huxley,story,85,huxley,,,missing,Convenience
731,2565,hy-vee food store / spencer,clay,21,spencer,51301,POINT (-95.14506 43.145897),819 n grand ave,Other Grocery
732,4189,fareway stores #594 / manchester,delaware,28,manchester,52057,POINT (-91.457225 42.48217),109 east marion st,Supermarket
733,4405,kum & go #92 / ankeny,polk,77,ankeny,50021,POINT (-93.58166 41.731869),1025 e  1st st,Convenience
734,3742,wal-mart 1625 / lemars,plymouth,75,lemars,51031,POINT (-96.185499 42.780675),1111 holton dr,Convenience
735,6160,casey's #6127 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.879146 41.234683),2711 s 24th st,Convenience
736,5559,w-mart,scott,82,davenport,52803,POINT (-90.55792100000001 41.5383),1205 & 1207 e locust st,Convenience
737,3731,wal-mart 1241 / davenport,scott,82,davenport,52807,POINT (-90.525525 41.580212),5811 elmore ave,Convenience
738,5978,casey's general store #2460 / algona,kossuth,55,algona,50511,POINT (-94.217851 43.081677),1414 n. main st,Convenience
739,4640,mart stop #1 / davenport,scott,82,davenport,52807,POINT (-90.547751 41.5563),3527 spring st,Convenience
740,6181,hy-vee gas #2 / coralville,johnson,52,coralville,52241,POINT (-91.606195 41.721995),3290 crosspark road,Convenience
741,4315,fareway stores #554 / washington,washington,92,washington,52353,POINT (-91.692985 41.301967),301 north marion ave,Supermarket
742,5371,state food mart,scott,82,bettendorf,52722,POINT (-90.482018 41.528972),3715 state st.,Other Grocery
743,2675,hy-vee #2 / coralville,johnson,52,coralville,52241,POINT (-91.60627100000002 41.721438),3285 crosspark rd,Supermarket
744,3973,mmdg spirits / ames,story,85,ames,50014,POINT (-93.650131 42.021789),126a welch ave,Liquor/Tobacco
745,5748,casey's general store #1887 / cedar falls,black hawk,7,cedar falls,50613,POINT (-92.456003 42.558409),2425 center st,Convenience
746,4197,fareway stores #014 / sergeant bluff,woodbury,97,sergeant bluff,51054,POINT (-96.353078 42.400504),700  1st st,Supermarket
747,4154,fareway stores #055 / hiawatha,linn,57,hiawatha,52233,POINT (-91.702263 42.046486),885 miller rd,Supermarket
748,2684,hy-vee - forest city,winnebago,95,forest city,50436,POINT (-93.63235 43.266826),315 hwy 69 north,Supermarket
749,4153,fareway stores #067 / evansdale,black hawk,7,evansdale,50707,POINT (-92.287834 42.475631),215 s evans rd,Supermarket
750,5731,hometown foods,black hawk,7,waterloo,50702,POINT (-92.343118 42.476639),1010 east mitchell avenue,Other Grocery
751,2604,hy-vee wine and spirits / lemars,plymouth,75,lemars,51031,POINT (-96.18335000000002 42.778257),1201 12th ave sw,Supermarket
752,3645,wal-mart 1764 / windsor heights,polk,77,windsor heights,50311,POINT (-93.716991 41.594787),1001  73rd st,Convenience
753,2704,hy-vee oelwein dollar fresh,fayette,33,oelwein,50662,POINT (-91.913615 42.6594),1345 s frederick ave,Supermarket
754,4191,fareway stores #995 / pella,marion,63,pella,50219,POINT (-92.941983 41.412241),2010 washington st,Supermarket
755,5627,casey's general store #2275 / sioux city,woodbury,97,sioux city,51109,POINT (-96.467468 42.496756),1000 riverside blvd,Convenience
756,5703,west side liquor,black hawk,7,waterloo,50702,POINT (-92.346356 42.488567),919 west 5th street,Liquor/Tobacco
757,5302,yesway store # 10034/ belmond,wright,99,belmond,50421,POINT (-93.616821 42.84535),112 river ave s,Convenience
758,4630,ez stop / davenport,scott,82,davenport,52803,POINT (-90.570603 41.549887),2923 brady st,Convenience
759,3757,wal-mart 3590 / sioux city,woodbury,97,sioux city,51108,POINT (-96.37287 42.530454),3101 floyd blvd,Convenience
760,5952,tobacco outlet plus #537 / iowa city,johnson,52,iowa city,52246,POINT (-91.540192 41.64885),923 s riverside dr,Liquor/Tobacco
761,2596,hy-vee / regal liquors and video,wapello,90,ottumwa,52501,POINT (-92.408085 41.049854),2453 north court,Supermarket
762,5264,casey's general store # 2177/mitchel,polk,77,mitchellville,50169,POINT (-93.358095 41.663434),"309, center ave",Convenience
763,5684,five corners liquor & wine,black hawk,7,cedar falls,50613,POINT (-92.436845 42.5214),809 e 18th st,Liquor/Tobacco
764,6005,casey's general store #2865 / cedar falls,black hawk,7,cedar falls,50613,POINT (-92.44761 42.484587),5908 nordic dr,Convenience
765,2611,hy-vee drugstore / ottumwa,wapello,90,ottumwa,52501,POINT (-92.401538 41.026754000000004),1140 north jefferson st,Supermarket
766,5293,the boonedocks,dickinson,30,arnolds park,51331,POINT (-95.125928 43.370941),"228, n hwy 71",Convenience
767,5458,r&l foods,lyon,60,doon,51235,POINT (-96.234214 43.279316),213 main st.,Other Grocery
768,5882,hometown foods / state center,marshall,64,state center,50247,POINT (-94.363119 41.691752),120 e main st,Other Grocery
769,4300,fareway stores #625 / oskaloosa,mahaska,62,oskaloosa,52577,POINT (-92.648062 41.292614),311  3rd ave w,Supermarket
770,5870,keystone liquor,johnson,52,coralville,52241,POINT (-91.574095 41.671543),517 2nd st,Liquor/Tobacco
771,6027,eddyville travel plaza bp,wapello,90,eddyville,52553,POINT (-92.628288 41.153359),500 s merino ave,Other
772,4084,fareway stores #061 / ankeny,polk,77,ankeny,50023,POINT (-93.600265 41.757078),3205 north ankeny blvd,Supermarket
773,2556,hy-vee wine and spirits / estherville,emmet,32,estherville,51334,POINT (-94.829962 43.402096),1033 central avenue,Supermarket
774,5080,c's liquor store,clay,21,spencer,51301,POINT (-95.147741 43.14521),719 2nd ave w,Liquor/Tobacco
775,3896,smokin' joe's #18 tobacco and liquor,johnson,52,iowa city,52240,POINT (-91.520308 41.641383),1901 broadway st,Liquor/Tobacco
776,2558,hy-vee food store / mount pleasant,henry,44,mount pleasant,52641,POINT (-91.52888 40.962331000000006),1700 e washington,Other Grocery
777,2839,cvs pharmacy #8659 / davenport,scott,82,davenport,,,missing,Drug
778,5113,"ray's supermarket, inc.",black hawk,7,waterloo,50703,POINT (-92.315215 42.495394),1975 franklin st,Other Grocery
779,5054,cork 'n bottle / manchester,delaware,28,manchester,52087,POINT (-91.445038 42.484073),900 e main st,Liquor/Tobacco
780,5413,lil' chubs corner stop,lyon,60,inwood,51240,POINT (-96.430827 43.30226),712 s oak st,Convenience
781,5863,k-zar inc - waterloo,black hawk,7,waterloo,50707,POINT (-92.302514 42.498404),1761 independence avenue,Other
782,5914,uni mart / waterloo,black hawk,7,waterloo,50703,POINT (-92.293057 42.49807),1615 bishop ave,Convenience
783,5568,casey's general store #2478 / new sharon,mahaska,62,new sharon,50207,POINT (-92.651522 41.468263),205 s main st,Convenience
784,5762,casey's general store #1329 / estherville,emmet,32,estherville,51334,POINT (-94.84356 43.401909),8 central ave,Convenience
785,4703,walgreens #00910 / sioux city,woodbury,97,sioux city,51101,POINT (-96.404911 42.490838),100 pierce st,Drug
786,4725,casey's general store #1548 / ankeny,polk,77,ankeny,50023,POINT (-93.638498 41.731708),2905 w  1st st,Convenience
787,6100,moes mart #3 / council bluffs,pottawattamie,78,council bluffs,51503,POINT (-95.820329 41.252794),154 bennett ave,Convenience
788,5294,yesway store # 10022/ waterloo,black hawk,7,waterloo,50703,POINT (-92.314939 42.495308),1976 franklin st,Convenience
789,5635,"brew, gas, coffee, spirit, cigaratte",woodbury,97,correctionville,51016,POINT (-95.785271 42.482223),404  11th st,Convenience
790,4406,kum & go #4020 / ankeny,polk,77,ankeny,50023,POINT (-93.62657100000001 41.701905),1910 sw white birch circle,Convenience
791,2653,hy-vee wine and spirits / washington,washington,92,washington,52353,POINT (-91.704567 41.296576),1004 w madison st,Supermarket
792,3880,target store t-2454 / council bluffs,pottawattamie,78,council bluffs,51503,POINT (-95.837595 41.220979),3804 metro dr,Supermarket
793,2285,john's grocery,johnson,52,iowa city,52240,POINT (-91.529854 41.663541),401 east market st,Other Grocery
794,4436,kum & go #216  ames,story,85,ames,50010,POINT (-93.650125 42.021236),203 welch ave,Convenience
795,3656,target store t-1767 / ankeny,polk,77,ankeny,50021,POINT (-93.581201 41.708563),2135 se delaware ave,Supermarket
796,4588,sam's mini mart / sioux city,woodbury,97,sioux city,51103,POINT (-96.419074 42.503495),923 w 7th st,Convenience
797,3354,sam's club 8238 / davenport,scott,82,davenport,52807,POINT (-90.527081 41.559731),3845 elmore ave.,Supermarket
798,2667,hy-vee mainstreet,woodbury,97,sioux city,51104,POINT (-96.405172 42.517657),2611 pierce st,Supermarket
799,6143,hometown wine & spirits / oskaloosa,mahaska,62,oskaloosa,52577,POINT (-92.631668 41.296289),1202 a ave e,Supermarket
800,4073,"uptown liquor, llc",winnebago,95,forest city,50436,POINT (-93.633306 43.261538),306 hwy 69 south,Liquor/Tobacco
801,6064,casey's general store #2676 / des moines,polk,77,des moines,,,missing,Convenience
802,5940,lakeland ez stop / ruthven,palo alto,74,ruthven,51358,POINT (-94.898534 43.126496),3474 old hwy 18,Convenience
803,5273,casey's general store # 2598/ pella,marion,63,pella,50219,POINT (-92.912281 41.392871),414 s clark street,Convenience
804,3625,wal-mart 0892 / ankeny,polk,77,ankeny,50021,POINT (-93.582348 41.70486400000001),1002 se national dr,Convenience
805,5144,sam's club 6979 / ankeny,polk,77,ankeny,50021,POINT (-93.581273 41.691),4625 se delaware ave,Supermarket
806,6062,karls grocery / edgewood,iowa,48,edgewood,52042,POINT (-91.401487 42.645390000000006),101 w madison,Other Grocery
807,4272,fareway stores #407 / esterville,emmet,32,estherville,51334,POINT (-94.829963 43.402096),1108 central ave,Supermarket
